id	M28-0h-1	M28-0h-2	M28-0h-3	M28-1h-1	M28-1h-2	M28-1h-3	M28-2h-1	M28-2h-2	M28-2h-3	M28-4h-1	M28-4h-2	M28-4h-3	M28-8h-1	M28-8h-2	M28-8h-3	K326-0h-1	K326-0h-2	K326-0h-3	K326-1h-1	K326-1h-2	K326-1h-3	K326-2h-1	K326-2h-2	K326-2h-3	K326-4h-1	K326-4h-2	K326-4h-3	K326-8h-1	K326-8h-2	K326-8h-3
class	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326
Nitab4.5_0000079g0160	13.870265	14.497929	14.063024	15.030037	12.22451	15.696097	13.057588	11.200967	14.016226	14.564884	11.60302	13.540557	11.488077	15.498272	9.808733	13.11128	12.356824	12.718102	13.630159	13.912695	15.490324	10.629116	12.148436	11.800716	18.775606	13.149601	12.690825	17.281366	17.399178	16.035044
Nitab4.5_0001691g0020	64.258461	66.140076	72.118111	69.679871	61.337963	57.083099	54.835426	53.881348	55.661964	55.679695	59.92181	57.592621	57.186424	55.517643	58.20599	57.618595	54.609264	55.829628	73.455437	57.735531	69.98645	52.243752	45.737022	60.875839	56.379868	48.499084	54.127373	55.208702	63.656677	63.018898
Nitab4.5_0000877g0020	0	0	0	0	0	0.110088	0	0	0	0	0	0	0	0.817906	0	0	0	0	0	0	0	0	0	0	0.116216	0	0	0	0	0
Nitab4.5_0001101g0060	14.471065	17.245449	14.383247	17.120214	17.89801	17.23102	19.240398	18.025339	18.473764	19.445013	19.361029	19.422569	16.649689	17.630657	15.401644	10.142011	9.6738	10.090755	12.884228	12.436895	15.875009	16.366896	15.649616	14.607822	14.894527	15.354195	16.313942	14.64424	15.104589	16.23827
Nitab4.5_0000589g0020	7.723661	6.423752	7.324307	10.951827	9.500555	10.269835	8.828712	8.45884	7.698862	4.09163	4.10155	4.56499	1.468243	1.413328	1.432774	6.222707	7.749207	6.850979	9.775707	9.346734	9.541788	7.594532	8.470996	7.382714	5.070387	3.558065	3.736804	1.775027	1.464255	1.518778
Nitab4.5_0002353g0090	0.080212	0	0.125292	0	0.132754	0.120381	0.660391	0.136761	0.383374	0.73054	0.120613	0.227574	0.430706	0.366747	0.402523	0	0	0	0	0	0	0	0	0.355639	0.289746	0	0.413884	0.222515	0.216058	0
Nitab4.5_0000982g0170	1667.245605	972.685669	915.140808	1184.604248	1364.05542	1168.68042	1723.348999	1727.334595	1536.186646	878.44928	950.357849	883.378723	12.958313	8.821922	14.450092	2937.766602	2438.468506	2316.120605	1597.671143	2687.656982	2480.516357	2490.523193	2287.261963	2535.418701	1383.556396	1493.632568	1348.466675	25.254726	18.372473	13.46678
Nitab4.5_0000046g0210	1.265064	0.965106	0	0.922235	0.663175	0.822171	1.862589	0.88535	1.508724	0.336962	0.474252	2.213338	0.522152	1.976634	2.307454	1.100409	1.791911	0.538026	0.927726	0.577471	0.254533	2.476836	1.102464	1.199114	0.411343	1.63616	0.80933	0.69924	0.72396	0
Nitab4.5_0002345g0030	9.664314	9.938237	10.284946	10.146874	8.510652	8.296998	6.087957	5.259412	6.284434	4.563595	7.000797	5.12175	4.13955	3.790783	5.436072	9.794035	10.656794	9.012803	16.26512	12.399098	15.21868	4.640878	6.164448	4.931615	4.832037	4.004858	4.763523	3.011637	3.312381	3.979511
Nitab4.5_0002031g0010	10.758202	9.990418	11.340432	10.164209	10.884804	10.024963	9.668953	10.648331	10.723755	11.628098	11.048406	9.16865	9.964562	10.719784	12.632824	11.724609	10.372913	10.038502	9.743752	7.635632	10.163912	8.772556	7.254673	7.462788	10.814075	8.71592	9.81951	11.837679	14.91637	14.198662
Nitab4.5_0000155g0160	0.355231	0.937892	0.946702	0.126052	0.438553	0.633845	0.966862	0.743086	0.817084	1.437864	2.028555	1.075026	1.403005	2.286081	2.102575	0.849754	0.507902	0.689339	0.863719	0.617807	0.849412	1.519145	0.558232	1.451853	0.631024	0.919433	1.129884	1.168788	1.361797	0.844463
Nitab4.5_0000010g0080	27.566622	26.030674	25.627811	22.498142	21.144167	20.607542	22.92346	21.353296	27.47077	23.367548	23.743132	22.43141	27.800724	27.260727	24.123474	17.74222	18.570467	18.626303	18.876244	16.640427	19.162792	17.365868	20.046711	17.696039	19.179752	20.248762	19.303707	22.59763	21.641439	21.944519
Nitab4.5_0002077g0120	0	0	0	0	0.246347	0	0.14617	0	0	0	0	0.355363	0	0	0.354591	0	0	0.184092	0	0	0	0	0	0	0.177626	0	0	0.912279	0.162442	0
Nitab4.5_0006073g0040	0	0	0	0	0	0	0	0	0.0557	0	0	0	0.139593	0.167958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000045g0160	12.654221	12.327257	10.062048	11.0575	12.012956	9.478655	13.754918	12.896276	14.665156	12.364816	12.103605	12.462979	8.749307	11.33764	11.368956	8.974917	8.610924	9.495674	9.560187	12.546105	12.516671	10.601189	10.402213	7.831088	11.600628	10.847651	11.102839	11.944	11.56639	15.01078
Nitab4.5_0002251g0110	3.46252	6.753129	4.051358	21.796535	15.016767	9.892672	7.654457	5.176733	8.83365	6.395769	14.065489	6.660639	4.627724	6.390553	13.834221	7.676884	7.996461	5.389956	24.002863	18.002728	34.605865	3.964253	8.432755	8.206602	10.018057	6.087069	11.4927	7.031466	12.524541	10.802223
Nitab4.5_0005525g0010	3.808295	4.725855	5.098616	4.449356	4.064287	4.21567	4.437158	4.635163	4.624238	5.551899	4.943572	4.77	6.327358	5.076974	4.671178	2.377255	3.236493	3.650146	3.04977	3.494761	3.267702	4.052197	4.168447	3.078522	4.84374	4.186048	4.096723	4.918103	5.086123	4.095345
Nitab4.5_0001871g0060	0	0	0	0	0.023956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000628g0020	3.51323	4.096419	3.649426	1.015312	0.778368	1.065462	1.809167	2.961823	1.858633	2.135866	2.710248	1.213836	0.353494	0.97948	0	10.241656	12.902778	19.238173	3.573089	2.417781	1.936113	3.357785	4.011578	2.159034	3.055418	2.782508	4.949996	0.531665	0.115357	0.418545
Nitab4.5_0003520g0020	3.917918	4.953196	4.655977	3.987454	4.11775	3.637657	4.133262	4.163711	4.644198	4.307942	4.222998	3.997919	5.503382	5.22163	8.040458	3.084225	3.210901	3.566443	3.152603	3.789567	2.980442	2.884604	2.943509	3.065834	3.49089	3.299541	3.104499	3.785025	2.875588	4.503064
Nitab4.5_0001626g0020	1.030353	1.425412	21.152779	0.133132	0	1.25905	1.304138	0.864332	0.250909	2.70417	8.139103	0.648289	3.450343	13.406278	3.312727	0.507679	0.389807	0	0	0	0	0	2.327448	11.218369	0.523001	9.107802	0.258915	16.807213	1.172083	3.807411
Nitab4.5_0000416g0140	16.907509	19.499773	18.853052	40.526707	50.716343	33.610355	34.505329	30.659517	32.35841	34.213074	47.3764	34.885914	22.05139	25.081055	27.120787	18.780039	16.611687	16.68084	64.179878	56.153938	86.538368	42.011944	49.770771	40.624142	41.842342	37.119247	37.441643	27.001644	26.30616	30.715479
Nitab4.5_0000045g0290	22.303989	26.827429	22.914663	25.519178	25.961224	28.507322	33.686749	30.534506	32.876644	33.027962	34.448471	35.812389	30.909195	26.315956	24.97249	9.638354	10.010924	8.627597	11.108987	15.023462	18.639244	17.492455	15.30957	16.735806	17.3818	16.678829	18.111353	18.82802	24.195253	20.321329
Nitab4.5_0000069g0130	11.395408	13.675975	11.720686	12.150185	11.770665	12.513863	15.598874	15.123686	13.640384	19.501421	15.180295	16.130854	21.562933	22.449297	25.061655	8.243939	7.885305	9.781961	9.790542	8.055876	8.897513	11.065264	10.963099	12.562875	10.864716	12.128075	12.347144	14.994783	16.231104	15.333969
Nitab4.5_0000869g0080	2.015532	1.863803	2.150705	3.940922	2.25761	2.157036	1.226502	1.704731	2.391433	1.957566	2.231336	1.865643	1.826639	3.481598	3.108595	2.671539	1.680137	1.073986	2.444121	3.535254	2.971343	2.248724	2.833184	2.530187	2.519807	1.288876	2.595019	3.219038	2.946401	2.590928
Nitab4.5_0000673g0140	14.113495	18.541697	15.728222	11.916589	15.214847	16.785946	12.446127	14.271099	13.496486	16.192966	15.219984	16.369715	15.324061	17.232679	16.939342	9.904405	10.608926	12.112177	13.374145	8.43766	11.806414	10.93916	10.807466	11.70418	9.862319	11.139024	13.354868	16.986176	17.158947	14.8134
Nitab4.5_0000571g0140	26.514725	33.435829	34.931286	37.475712	35.125889	36.231976	27.751688	32.703938	27.667248	34.418503	30.650084	33.851261	34.949558	34.955971	42.08147	28.456814	28.701946	32.476124	40.077599	32.617985	31.30175	30.132534	34.606297	28.936565	30.800694	26.152777	33.119308	35.990189	34.277584	34.624069
Nitab4.5_0003077g0060	46.282349	46.144985	47.046288	61.172993	60.722206	65.181625	66.630394	71.683205	70.499245	77.478516	82.655052	82.138252	57.856033	53.616508	60.47031	35.165668	34.214626	34.027977	43.378998	44.7575	44.393822	65.288071	63.783089	66.309883	79.583809	83.359253	75.792458	63.779465	56.286556	62.525661
Nitab4.5_0003880g0030	3.96139	3.557752	6.144915	5.108437	3.755346	4.976794	4.036747	3.645487	4.127614	4.501812	6.098574	4.820874	4.189234	3.307199	3.47237	4.382661	4.081582	3.411013	4.221091	4.375426	5.355422	4.550421	3.565624	5.245093	2.688641	3.572534	3.960279	3.842524	2.756765	4.163412
Nitab4.5_0000041g0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024745	0	0.024227	0	0	0.020956	0.025786	0	0	0	0	0	0	0	0
Nitab4.5_0000044g0400	0.180544	0.152622	0.048084	0.215954	0.559745	0.244548	0.409137	0.524156	0.49633	0.743741	0.550335	0.470303	0.464814	0.704073	0.582216	0.167269	0.049736	0.363249	0.160772	0.095579	0	0.049802	0.505845	0.425532	0.728962	0.365929	0.70302	0.571298	0.269257	0.784774
Nitab4.5_0000161g0030	0	0	0	0	0	0	0	0	0	0.156201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000263g0160	26.56337	27.118097	29.876987	29.490337	30.388727	34.106796	32.162323	27.805843	35.57608	35.939129	37.579906	36.651882	26.85162	28.29567	37.393948	6.185571	5.607062	5.537066	13.803096	13.495663	21.170006	20.889862	18.783674	23.508255	25.83737	27.319273	23.693043	17.338787	20.816992	21.825611
Nitab4.5_0003867g0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000787g0190	0.520709	0.797137	0.948807	1.973463	0.993214	1.651958	0.717461	2.066043	1.902586	0.595629	1.503286	1.299143	3.711649	6.174318	8.875806	3.225745	1.316115	3.51367	2.589724	0.743086	3.251754	0.173712	2.034325	6.330992	1.885079	2.074654	4.106858	7.162045	18.448143	10.994801
Nitab4.5_0001928g0050	0	0.057152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259702	0.01847	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0004646g0090	19.90077	19.394104	16.796261	11.180576	11.495283	12.056166	13.756739	10.844173	10.690768	8.719847	7.848366	8.775999	4.116942	4.217679	7.108891	14.706061	15.911379	19.831022	13.186619	11.840177	13.60216	14.753901	17.892759	13.926569	9.943419	10.129032	10.427132	6.599761	4.93549	8.075011
Nitab4.5_0000037g0060	0	0.146892	0.415437	0	0	0	0.116464	0	0.077393	0.134919	0	0	0	0	0	0	0	0	0.107539	0.198577	0.074387	0	0	0	0.138004	0	0	0	0	0
Nitab4.5_0002532g0010	26.236338	26.130543	27.878523	19.034792	16.220505	17.649876	16.009317	16.699789	15.382498	12.260425	13.010414	12.740333	7.17245	8.971318	6.085876	27.887676	28.569937	29.251356	25.486237	19.613951	18.607611	14.282319	16.930719	15.519695	10.91072	11.651305	12.586403	6.464914	7.073709	7.888519
Nitab4.5_0000413g0130	9.628499	8.463726	9.427587	11.88218	9.054871	12.227877	11.618931	11.82171	11.867547	17.46776	14.293564	15.637243	18.498686	20.946751	17.272976	17.210394	14.263035	12.972998	8.470155	12.69875	10.533484	13.725375	12.734912	13.612648	17.536505	21.659475	21.041538	27.610474	20.27739	22.151745
Nitab4.5_0001478g0170	0.13585	0.669577	0.464239	0.383951	1.063874	1.217127	0.53219	1.019113	0.604739	2.220564	1.185172	0.356891	0.568652	1.085178	0.466886	0.57043	0.543203	0.663844	0.677771	1.405634	0.572542	0.595496	0.864146	0.806794	0.940892	0.381879	0.848139	1.284405	0.412632	1.049839
Nitab4.5_0000418g0160	0.11642	0	0	0.097828	0	0	0	0	0.219538	0	0.220385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0002884g0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150013	0	0	0	0	0	0	0
Nitab4.5_0001232g0060	0.120025	0.130857	0	0	0	0.19979	0.05758	0.075976	0.064268	0	0	0	0.211411	0	0	0.215228	0	0.070006	0.147367	0	0	0	0	0	0	0.040294	0.075112	0	0	0
Nitab4.5_0003515g0030	10.189002	13.554687	10.976125	24.56427	22.905865	24.034325	15.661892	20.59626	19.982889	25.678968	27.046671	34.139713	24.961327	27.10429	17.640665	4.977669	3.840761	5.556688	16.151855	10.339869	12.042652	11.383812	10.788513	13.05197	19.007872	14.001605	11.298249	14.954812	10.307111	8.591396
Nitab4.5_0000283g0370	14.123291	20.949385	16.121208	15.434857	14.080828	14.115047	11.177197	12.365593	10.845387	10.405056	11.202435	11.163677	17.853333	18.424313	14.949825	10.307542	12.670031	13.019373	8.349865	9.165577	7.302421	7.816392	8.508051	8.08435	7.452947	7.01476	5.107899	12.059197	10.501521	11.35612
Nitab4.5_0003024g0060	9.4132	8.578108	8.249154	10.487144	10.014632	9.456711	9.516684	9.662543	10.862325	8.667733	10.380157	8.245891	7.970487	6.964864	5.270722	7.873308	5.600945	6.387175	7.594262	10.743099	10.015027	6.016625	8.49979	9.641616	8.266001	5.651261	6.570046	6.28742	6.257434	7.458085
Nitab4.5_0002367g0100	37.765419	43.013783	44.447731	40.733246	41.189602	41.861874	38.993774	35.223228	39.313618	41.164612	36.187294	40.267845	44.278561	43.399361	41.94875	38.84182	38.534634	37.036694	37.609249	40.157364	44.978676	48.925869	38.597084	41.279804	44.778095	44.563393	38.296799	43.263149	40.834576	46.877335
Nitab4.5_0002469g0030	24.962986	28.984665	25.702158	26.687721	26.842155	31.357019	27.187626	29.479927	31.233	28.854662	29.01461	30.460865	27.554365	25.936487	32.052036	23.028444	25.95948	29.300821	29.322367	27.701534	25.989429	30.534233	31.003172	32.069622	31.563139	32.041397	33.631561	31.743952	30.460804	31.116188
Nitab4.5_0003945g0140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128396
Nitab4.5_0002700g0150	0.52476	0.388441	0.606867	1.812822	1.413127	1.361742	0.98567	0.626661	0.73918	1.146408	0.587505	1.286352	3.187507	4.16489	1.901096	0.317123	0.2066	0.373408	4.790567	1.246497	2.803786	1.125568	0.805582	0.603777	0.968284	0.436482	1.195043	1.549043	1.059962	1.307937
Nitab4.5_0002368g0020	110.147964	122.211372	119.901695	87.68174	109.844864	109.568932	65.097389	73.375198	80.74086	48.604446	42.550545	43.142216	75.114182	77.170433	71.377335	114.393448	98.233284	117.188988	117.432129	89.439415	74.32933	82.096252	79.570175	86.373604	60.565903	54.340813	65.168945	69.166779	73.650558	68.71283
Nitab4.5_0001028g0190	1.670266	2.504988	2.534858	1.666277	1.478128	1.76737	1.593101	1.496896	1.171902	1.508358	1.428406	2.265872	1.135166	1.387544	1.788776	0.987541	1.591331	1.240688	1.43393	1.347047	1.259642	2.134086	0.941515	1.615902	0.86763	1.059708	1.616986	1.309737	0.543887	1.325315
Nitab4.5_0001423g0080	0	0	0	0.119498	0	0.130229	0.134179	0	0.12033	0.341401	0.155014	0.085385	0.125582	0.116357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000073g0420	0.599964	0	0.604807	0.14965	0.231426	0.320149	0.190384	0.087478	0.257364	0.283331	0.400688	0.497311	0.15909	0	0.996279	0.83967	0.932579	1.317455	0.918186	0.498862	0.290273	0.810449	1.212482	0.921628	0.580066	0.455692	0.349644	0.55977	0.155317	0.309058
Nitab4.5_0000555g0100	38.083622	36.436176	40.478836	47.412018	49.426212	55.307022	39.467194	43.018105	47.082767	28.99622	33.414146	32.148666	26.385302	26.975657	21.160868	30.360006	28.650818	24.879675	31.444111	28.574972	38.078667	37.704327	35.449249	34.654312	25.021183	21.371801	20.884314	22.190502	18.998755	27.605478
Nitab4.5_0004775g0040	0.291093	0.548248	0.555351	1.191381	0.655355	0.297249	0.81234	0.860658	0.556262	0.875853	1.026613	1.426225	0.131912	0.592206	0.281117	1.182587	1.249632	0.840335	0.537339	0.386452	0.495949	0.678467	0.696206	0.382046	0.866984	0.506867	0.789773	0.647043	0.579523	0.591396
Nitab4.5_0001663g0130	2.927418	2.315214	2.101634	1.349532	2.059499	2.205305	2.100728	1.402758	1.205084	2.244698	2.563841	2.23762	2.810427	3.09212	2.205184	0.798222	2.390298	1.319285	1.185496	1.293946	0.930899	1.753681	1.424589	2.422817	2.191157	2.104445	2.652698	2.168756	2.115593	1.939359
Nitab4.5_0003865g0110	0.021389	0.229051	0.305686	0	0	0	0.142061	0	0.031664	0.132664	0.135511	0.040772	0	0.043843	0	0.041238	0.53264	0.37224	0.098381	0.080694	0	0.151613	0.232969	0.192013	0.077583	0.113569	0	0.075065	0.07907	0.110659
Nitab4.5_0000008g0610	0	0	0.110547	0.087525	0	0	0	0	0	0	0	0	0	0	0	0.206987	0	0	0	0	0.094558	0	0	0	0	0	0	0	0	0
Nitab4.5_0001239g0100	10.080504	13.016694	14.609591	14.79435	12.845753	13.620567	13.797435	12.626823	14.066125	14.155972	13.978804	12.988324	13.187216	19.603565	30.852186	13.073052	11.823431	10.985316	12.027415	11.078627	11.01695	11.705835	16.026016	14.030364	14.139926	14.436075	15.874112	25.096872	33.7117	30.109859
Nitab4.5_0000976g0010	186.655014	175.109695	157.698547	155.878036	134.357422	177.500763	170.564926	181.530884	178.249832	195.775284	196.273956	179.118469	255.329361	243.055817	275.288422	319.612427	313.959198	291.290131	229.905212	276.064606	217.317245	241.380249	241.360626	254.448761	266.991211	304.332581	275.659088	336.790924	314.627686	335.481445
Nitab4.5_0001639g0030	0.062708	0.138179	0.120791	0.416312	0.294698	0.18008	0.164333	0.071278	0.109038	0.227829	0.221493	0.184626	0.123101	0.496654	0.396662	0	0.067544	0.190631	0.055742	0.09951	0.068422	0	0	0.12357	0	0.106038	0.062663	0	0.070606	0.058394
Nitab4.5_0003709g0020	8.426784	5.97832	9.818173	7.587238	8.851344	12.712762	7.746911	5.764729	10.72295	5.94904	5.827856	6.352909	11.320646	9.016775	10.785712	10.380432	9.42923	11.40794	8.253007	7.192134	4.59722	8.181031	7.864442	11.569668	10.264186	9.694042	10.918108	16.395531	13.66645	16.012909
Nitab4.5_0000149g0220	10.489663	11.21741	10.627755	9.377387	8.929778	11.773057	11.416219	8.56321	10.616613	11.975241	10.342071	11.729172	9.950731	9.447309	11.468437	9.32312	11.712822	11.24494	8.344654	7.941175	9.959128	10.030386	11.168994	10.565915	13.44963	12.677424	11.075651	13.202193	10.190674	11.414438
Nitab4.5_0002005g0090	0	0.173512	0	0.053334	0.085787	0	0	0.115116	0	0.131548	0	0.236845	0.210053	0	0	0	0	0	0.072715	0	0.40745	0	0.199518	0.074834	0	0.272247	0.284301	0	0.067563	0
Nitab4.5_0000308g0070	6.402258	7.87375	6.285081	7.230156	5.752171	8.104687	8.26658	6.279369	6.724101	8.649154	8.807482	8.105167	9.071772	8.638527	9.825371	1.86518	1.960627	2.29624	2.487251	2.673296	2.409997	5.457218	5.358438	3.21125	5.165799	3.630066	5.327166	3.254291	2.97634	4.210417
Nitab4.5_0000888g0070	0.54552	0.466942	0.29416	0	0.13007	0.142679	0.413826	0.264429	0.485014	0.806093	0.217955	0.39249	0.369313	0.781721	1.540624	0.287504	0.294547	0.937318	0.22616	0.337394	0	0.049909	0.451304	0.316088	0.32735	0.649238	0.521995	0.622703	0.958966	0.780249
Nitab4.5_0003096g0020	23.527697	26.892069	25.667505	29.767061	27.892765	29.797993	25.838785	27.445704	28.749962	31.359774	27.813744	28.313799	32.528057	32.444771	36.943302	18.499857	20.21426	22.657398	24.714094	22.773687	24.394127	22.122551	20.773258	21.651552	22.191744	22.810957	19.503256	24.929281	25.482069	25.966637
Nitab4.5_0000351g0020	20.490376	16.222881	19.314535	19.70047	15.927917	17.660185	16.869482	17.474724	18.244946	16.278461	16.337347	19.235182	14.502424	17.523457	16.902412	12.752362	15.825768	14.891002	13.567309	15.067282	11.544045	13.806007	14.67925	12.627106	14.024735	14.20666	16.069979	15.692183	15.884154	19.258551
Nitab4.5_0002470g0090	51.926682	61.94257	58.056286	65.818726	62.788689	67.13591	71.921005	66.187538	66.129456	71.024612	71.883415	67.727455	59.576927	60.209061	59.153809	49.22998	47.745384	52.288353	64.680321	57.31237	51.182224	56.988014	58.258911	52.130043	54.480133	58.593018	57.837994	49.514416	50.56279	53.220108
Nitab4.5_0001622g0130	215.702347	152.920334	177.938004	156.953781	161.000595	140.89447	179.164017	158.432114	183.919037	140.023071	162.93248	134.30217	111.908165	113.971169	109.130112	294.625549	260.822998	248.700882	217.288666	269.862579	280.997253	244.423767	244.255508	251.989227	229.414597	233.704926	226.207947	148.515472	194.738968	196.56778
Nitab4.5_0003441g0100	168.768036	160.124405	175.276886	280.729919	316.137573	216.879379	225.732529	220.107193	229.296219	174.61496	210.998947	187.862045	128.52742	120.162407	98.924606	108.6353	75.012817	79.628006	281.715515	175.765106	274.903137	187.454788	171.318604	217.670715	157.510315	118.598137	145.634232	86.520073	99.137093	93.334602
Nitab4.5_0000818g0200	173.71788	187.284805	182.979202	249.627121	261.48349	218.831848	250.499146	253.988113	247.089096	259.162628	281.077087	297.030884	243.792175	268.545593	201.993027	126.346153	109.054939	104.562866	169.398819	162.859604	213.804672	198.531982	204.021133	201.600388	280.05188	251.484787	258.313202	253.328659	276.800323	235.877502
Nitab4.5_0000638g0170	0.765116	1.398821	2.043856	4.240391	2.121075	1.632024	2.407444	2.274247	2.197332	3.544299	2.896053	1.63848	5.450382	3.79103	2.550092	0.199354	0.583024	0.422456	3.477474	1.132935	1.705606	0.959486	1.089763	1.632331	3.101097	1.183387	1.799319	2.270395	2.094297	1.923104
Nitab4.5_0000318g0040	31.881905	35.591309	35.505882	30.19936	32.191334	33.255848	32.346268	33.002323	32.004002	34.680664	31.183584	34.086208	39.453735	34.931	39.239719	25.164423	24.325964	26.69417	26.963871	24.147434	25.592041	26.610245	25.506157	24.187511	24.668161	25.324614	24.379805	30.980963	30.759533	30.070555
Nitab4.5_0004340g0030	9.725751	8.425143	13.619836	26.625494	26.074549	21.502354	25.698435	19.183741	25.100603	35.332378	28.870108	39.282246	33.039444	37.227413	35.954777	10.207099	8.501185	8.688776	16.587141	17.893002	28.314079	23.632734	22.195892	21.919674	42.772079	33.146275	32.408398	40.309437	46.453064	36.692966
